INPUT_DATE	PYLON	PYLON1	PYLON2
2005/02/07 14:54:30	10	0	0
2005/02/07 14:54:40	81	0	0
INPUT_DATE	PYLON	PYLON1	PYLON2
2005/02/07 14:24:50	82.8	0	0
2005/02/07 14:25:00	82.5	0	0
2005/02/07 14:25:10	80.8	0	0
2005/02/07 14:25:20	80.3	0	0
2005/02/07 14:25:30	83.7	0	0
2005/02/07 14:25:40	84.2	0	0
2005/02/07 14:25:50	83.3	0	0
2005/02/07 14:26:00	83.2	0	0
2005/02/07 14:26:10	83.7	0	0
2005/02/07 14:26:20	83.7	0	0
2005/02/07 14:26:30	83.7	0	0
2005/02/07 14:26:40	83.7	0	0
2005/02/07 14:26:50	83.4	0	0
2005/02/07 14:27:00	83.4	0	0
2005/02/07 14:27:10	83.4	0	0
2005/02/07 14:27:20	83.4	0	0
2005/02/07 14:27:30	83.4	0	0
2005/02/07 14:27:40	83.4	0	0
2005/02/07 14:27:50	83.5	0	0
2005/02/07 14:28:00	83.4	0	0
2005/02/07 14:28:10	83.4	0	0
2005/02/07 14:28:20	83.4	0	0
2005/02/07 14:28:30	83.4	0	0
2005/02/07 14:28:40	83.4	0	0
2005/02/07 14:28:50	83.5	0	0
2005/02/07 14:29:00	83.4	0	0
2005/02/07 14:29:10	83.4	0	0
2005/02/07 14:29:20	83.4	0	0
2005/02/07 14:29:30	83.4	0	0
2005/02/07 14:29:40	83.4	0	0
2005/02/07 14:29:50	83.5	0	0
2005/02/07 14:30:00	83.4	0	0
2005/02/07 14:30:10	83.4	0	0
2005/02/07 14:30:20	83.4	0	0
2005/02/07 14:30:30	83.4	0	0
2005/02/07 14:30:40	83.4	0	0
2005/02/07 14:30:50	83.4	0	0
2005/02/07 14:31:00	83.5	0	0
2005/02/07 14:31:10	83.4	0	0
2005/02/07 14:31:20	83.4	0	0
2005/02/07 14:31:30	83.4	0	0
2005/02/07 14:31:40	83.3	0	0
2005/02/07 14:31:50	83.2	0	0
2005/02/07 14:32:00	83.1	0	0
2005/02/07 14:32:10	83	0	0
2005/02/07 14:32:20	83	0	0
2005/02/07 14:32:30	82.9	0	0
2005/02/07 14:32:40	83.8	0	0
2005/02/07 14:32:50	83.5	0	0
2005/02/07 14:33:00	83.7	0	0
2005/02/07 14:33:10	83.7	0	0
2005/02/07 14:33:20	83.7	0	0
2005/02/07 14:33:30	83.7	0	0
2005/02/07 14:33:40	83.7	0	0
2005/02/07 14:33:50	83.8	0	0
2005/02/07 14:34:00	83.7	0	0
2005/02/07 14:34:11	83.7	0	0
2005/02/07 14:34:20	83.7	0	0
2005/02/07 14:34:30	83.7	0	0
2005/02/07 14:34:40	83.8	0	0
2005/02/07 14:34:50	83.3	0	0
2005/02/07 14:35:00	83.7	0	0
2005/02/07 14:35:10	83.7	0	0
2005/02/07 14:35:20	83.7	0	0
2005/02/07 14:35:30	83.7	0	0
2005/02/07 14:35:40	83.7	0	0
2005/02/07 14:35:50	83.8	0	0
2005/02/07 14:36:00	83.4	0	0
2005/02/07 14:36:10	83.7	0	0
2005/02/07 14:36:20	83.7	0	0
2005/02/07 14:36:30	83.7	0	0
2005/02/07 14:36:40	83.8	0	0
2005/02/07 14:36:50	83.8	0	0
2005/02/07 14:37:00	83.7	0	0
2005/02/07 14:37:10	83.7	0	0
2005/02/07 14:37:20	83.7	0	0
2005/02/07 14:37:30	83.8	0	0
2005/02/07 14:37:40	83.9	0	0
2005/02/07 14:37:50	83.3	0	0
2005/02/07 14:38:00	83.3	0	0
2005/02/07 14:38:10	83.3	0	0
2005/02/07 14:38:20	83.4	0	0
2005/02/07 14:38:30	83.4	0	0
2005/02/07 14:38:40	83.4	0	0
2005/02/07 14:38:50	83.6	0	0
2005/02/07 14:39:00	83.6	0	0
2005/02/07 14:39:10	80	0	0
2005/02/07 14:39:20	79.9	0	0
2005/02/07 14:39:30	80.1	0	0
2005/02/07 14:39:40	80.3	0	0
2005/02/07 14:39:50	80.1	0	0
2005/02/07 14:40:00	80.1	0	0
2005/02/07 14:40:10	80.1	0	0
2005/02/07 14:40:20	80.1	0	0
2005/02/07 14:40:30	80.1	0	0
2005/02/07 14:40:40	80.1	0	0
2005/02/07 14:40:50	80.2	0	0
2005/02/07 14:41:00	80.2	0	0
2005/02/07 14:41:10	80.2	0	0
2005/02/07 14:41:20	80.2	0	0
2005/02/07 14:41:30	80.2	0	0
2005/02/07 14:41:40	80.3	0	0
2005/02/07 14:41:50	80.2	0	0
2005/02/07 14:42:00	80.2	0	0
2005/02/07 14:42:10	80.2	0	0
2005/02/07 14:42:20	80.2	0	0
2005/02/07 14:42:30	80.2	0	0
2005/02/07 14:42:40	80.6	0	0
2005/02/07 14:42:50	80.7	0	0
2005/02/07 14:43:00	80.6	0	0
2005/02/07 14:43:10	80.6	0	0
2005/02/07 14:43:20	80.5	0	0
2005/02/07 14:43:30	80.5	0	0
2005/02/07 14:43:40	80.6	0	0
2005/02/07 14:43:50	80.6	0	0
2005/02/07 14:44:00	80.6	0	0
2005/02/07 14:44:10	80.6	0	0
2005/02/07 14:44:20	80.6	0	0
2005/02/07 14:44:30	80.6	0	0
2005/02/07 14:44:40	80.7	0	0
2005/02/07 14:44:50	80.7	0	0
2005/02/07 14:45:00	80.6	0	0
2005/02/07 14:45:10	80.6	0	0
2005/02/07 14:45:20	80.6	0	0
2005/02/07 14:45:30	80.6	0	0
2005/02/07 14:45:40	80.7	0	0
2005/02/07 14:45:50	80.8	0	0
2005/02/07 14:46:00	80.6	0	0
2005/02/07 14:46:10	80.6	0	0
2005/02/07 14:46:20	80.6	0	0
2005/02/07 14:46:30	80.6	0	0
2005/02/07 14:46:40	80.6	0	0
2005/02/07 14:46:50	80.7	0	0
2005/02/07 14:47:00	80.6	0	0
2005/02/07 14:47:10	80.6	0	0
2005/02/07 14:47:20	80.6	0	0
2005/02/07 14:47:30	80.6	0	0
2005/02/07 14:47:40	80.6	0	0
2005/02/07 14:47:50	80.7	0	0
2005/02/07 14:48:00	80.7	0	0
2005/02/07 14:48:10	80.7	0	0
2005/02/07 14:48:20	80.7	0	0
2005/02/07 14:48:30	80.7	0	0
2005/02/07 14:48:40	80.7	0	0
2005/02/07 14:48:50	80.7	0	0
2005/02/07 14:49:00	80.7	0	0
2005/02/07 14:49:10	80.7	0	0
2005/02/07 14:49:20	80.7	0	0
2005/02/07 14:49:30	80.7	0	0
2005/02/07 14:49:40	80.8	0	0
2005/02/07 14:49:50	80.8	0	0
2005/02/07 14:50:00	80.7	0	0
2005/02/07 14:50:10	80.7	0	0
2005/02/07 14:50:20	80.7	0	0
2005/02/07 14:50:30	80.7	0	0
2005/02/07 14:50:40	80.8	0	0
2005/02/07 14:50:50	80.9	0	0
2005/02/07 14:51:00	80.8	0	0
2005/02/07 14:51:10	80.8	0	0
2005/02/07 14:51:20	80.8	0	0
2005/02/07 14:51:30	80.8	0	0
2005/02/07 14:51:40	80.8	0	0
2005/02/07 14:51:50	80.9	0	0
2005/02/07 14:52:00	80.8	0	0
2005/02/07 14:52:10	80.8	0	0
2005/02/07 14:52:20	80.8	0	0
2005/02/07 14:52:30	80.8	0	0
2005/02/07 14:52:40	80.8	0	0
2005/02/07 14:52:50	80.9	0	0
2005/02/07 14:53:00	80.8	0	0
2005/02/07 14:53:10	80.8	0	0
2005/02/07 14:53:20	80.8	0	0
2005/02/07 14:53:30	80.8	0	0
2005/02/07 14:53:40	80.9	0	0
2005/02/07 14:53:50	81	0	0
2005/02/07 14:54:00	80.8	0	0
2005/02/07 14:54:10	80.8	0	0
2005/02/07 14:54:20	80.8	0	0
2005/02/07 14:54:30	81.1	0	0
2005/02/07 14:54:40	83.9	0	0
INPUT_DATE	PYLON	PYLON1	PYLON2
2005/02/07 14:24:50	61991	0	0
2005/02/07 14:25:00	1185	0	0
2005/02/07 14:25:10	53434	0	0
2005/02/07 14:25:20	44094	0	0
2005/02/07 14:25:30	1400	0	0
2005/02/07 14:25:40	972	0	0
2005/02/07 14:25:50	59236	0	0
2005/02/07 14:26:00	3416	0	0
2005/02/07 14:26:10	42541	0	0
2005/02/07 14:26:20	388	0	0
2005/02/07 14:26:30	117710	0	0
2005/02/07 14:26:40	1166	0	0
2005/02/07 14:26:50	1722	0	0
2005/02/07 14:27:00	1088	0	0
2005/02/07 14:27:10	681	0	0
2005/02/07 14:27:20	388	0	0
2005/02/07 14:27:30	1303	0	0
2005/02/07 14:27:40	875	0	0
2005/02/07 14:27:50	1090	0	0
2005/02/07 14:28:00	1379	0	0
2005/02/07 14:28:10	584	0	0
2005/02/07 14:28:20	388	0	0
2005/02/07 14:28:30	1400	0	0
2005/02/07 14:28:40	875	0	0
2005/02/07 14:28:50	1090	0	0
2005/02/07 14:29:00	1088	0	0
2005/02/07 14:29:10	584	0	0
2005/02/07 14:29:20	388	0	0
2005/02/07 14:29:30	1691	0	0
2005/02/07 14:29:40	34158	0	0
2005/02/07 14:29:50	41374	0	0
2005/02/07 14:30:00	3416	0	0
2005/02/07 14:30:10	5725	0	0
2005/02/07 14:30:20	2752	0	0
2005/02/07 14:30:30	1400	0	0
2005/02/07 14:30:40	875	0	0
2005/02/07 14:30:50	487	0	0
2005/02/07 14:31:00	1691	0	0
2005/02/07 14:31:10	584	0	0
2005/02/07 14:31:20	322592	0	0
2005/02/07 14:31:30	721739	0	0
2005/02/07 14:31:40	761475	0	0
2005/02/07 14:31:50	651091	0	0
2005/02/07 14:32:00	636030	0	0
2005/02/07 14:32:10	647641	0	0
2005/02/07 14:32:20	889703	0	0
2005/02/07 14:32:30	680683	0	0
2005/02/07 14:32:40	41833	0	0
2005/02/07 14:32:50	58711	0	0
2005/02/07 14:33:00	1788	0	0
2005/02/07 14:33:10	60276	0	0
2005/02/07 14:33:20	388	0	0
2005/02/07 14:33:30	194	0	0
2005/02/07 14:33:40	68328	0	0
2005/02/07 14:33:50	6307	0	0
2005/02/07 14:34:00	61280	0	0
2005/02/07 14:34:11	681	0	0
2005/02/07 14:34:20	44283	0	0
2005/02/07 14:34:30	14432	0	0
2005/02/07 14:34:40	2275	0	0
2005/02/07 14:34:50	58719	0	0
2005/02/07 14:35:00	1788	0	0
2005/02/07 14:35:10	58820	0	0
2005/02/07 14:35:20	485	0	0
2005/02/07 14:35:30	58335	0	0
2005/02/07 14:35:40	2178	0	0
2005/02/07 14:35:50	487	0	0
2005/02/07 14:36:00	60024	0	0
2005/02/07 14:36:10	681	0	0
2005/02/07 14:36:20	58630	0	0
2005/02/07 14:36:30	194	0	0
2005/02/07 14:36:40	60421	0	0
2005/02/07 14:36:50	4533	0	0
2005/02/07 14:37:00	167381	0	0
2005/02/07 14:37:10	27242	0	0
2005/02/07 14:37:20	95618	0	0
2005/02/07 14:37:30	2886	0	0
2005/02/07 14:37:40	2178	0	0
2005/02/07 14:37:50	584	0	0
2005/02/07 14:38:00	1691	0	0
2005/02/07 14:38:10	132147	0	0
2005/02/07 14:38:20	692	0	0
2005/02/07 14:38:30	97	0	0
2005/02/07 14:38:40	36983	0	0
2005/02/07 14:38:50	875	0	0
2005/02/07 14:39:00	1691	0	0
2005/02/07 14:39:10	584	0	0
2005/02/07 14:39:20	388	0	0
2005/02/07 14:39:30	9918	0	0
2005/02/07 14:39:40	2081	0	0
2005/02/07 14:39:50	875	0	0
2005/02/07 14:40:00	1691	0	0
2005/02/07 14:40:10	584	0	0
2005/02/07 14:40:20	388	0	0
2005/02/07 14:40:30	97	0	0
2005/02/07 14:40:40	2081	0	0
2005/02/07 14:40:50	487	0	0
2005/02/07 14:41:00	1691	0	0
2005/02/07 14:41:10	584	0	0
2005/02/07 14:41:20	388	0	0
2005/02/07 14:41:30	97	0	0
2005/02/07 14:41:40	2081	0	0
2005/02/07 14:41:50	487	0	0
2005/02/07 14:42:00	1885	0	0
2005/02/07 14:42:10	584	0	0
2005/02/07 14:42:20	388	0	0
2005/02/07 14:42:30	97	0	0
2005/02/07 14:42:40	2178	0	0
2005/02/07 14:42:50	487	0	0
2005/02/07 14:43:00	1691	0	0
2005/02/07 14:43:10	584	0	0
2005/02/07 14:43:20	388	0	0
2005/02/07 14:43:30	97	0	0
2005/02/07 14:43:40	2081	0	0
2005/02/07 14:43:50	487	0	0
2005/02/07 14:44:00	1691	0	0
2005/02/07 14:44:10	584	0	0
2005/02/07 14:44:20	388	0	0
2005/02/07 14:44:30	97	0	0
2005/02/07 14:44:40	2178	0	0
2005/02/07 14:44:50	584	0	0
2005/02/07 14:45:00	1691	0	0
2005/02/07 14:45:10	2273	0	0
2005/02/07 14:45:20	2764	0	0
2005/02/07 14:45:30	776	0	0
2005/02/07 14:45:40	4534	0	0
2005/02/07 14:45:50	1853	0	0
2005/02/07 14:46:00	3629	0	0
2005/02/07 14:46:10	584	0	0
2005/02/07 14:46:20	388	0	0
2005/02/07 14:46:30	97	0	0
2005/02/07 14:46:40	2081	0	0
2005/02/07 14:46:50	487	0	0
2005/02/07 14:47:00	1691	0	0
2005/02/07 14:47:10	584	0	0
2005/02/07 14:47:20	388	0	0
2005/02/07 14:47:30	97	0	0
2005/02/07 14:47:40	2081	0	0
2005/02/07 14:47:50	487	0	0
2005/02/07 14:48:00	1788	0	0
2005/02/07 14:48:10	584	0	0
2005/02/07 14:48:20	388	0	0
2005/02/07 14:48:30	97	0	0
2005/02/07 14:48:40	2178	0	0
2005/02/07 14:48:50	487	0	0
2005/02/07 14:49:00	1982	0	0
2005/02/07 14:49:10	584	0	0
2005/02/07 14:49:20	388	0	0
2005/02/07 14:49:30	97	0	0
2005/02/07 14:49:40	2081	0	0
2005/02/07 14:49:50	487	0	0
2005/02/07 14:50:00	1691	0	0
2005/02/07 14:50:10	584	0	0
2005/02/07 14:50:20	679	0	0
2005/02/07 14:50:30	97	0	0
2005/02/07 14:50:40	2566	0	0
2005/02/07 14:50:50	487	0	0
2005/02/07 14:51:00	1691	0	0
2005/02/07 14:51:10	584	0	0
